,id,in,out
182,d5804095-61a9-4fb4-ab7e-048bc62e6497, Hey!, Hello
183,a2378dfc-e664-45eb-940a-083c90fcd2ff, Ho how are you doing? Hi I mean hahaha," Hello, I am doing well good to talk to you again How is your friday evening going? Are you there? I am going to take that as a no.... Hope you have a good evening"
184,06c488cf-1c9c-4fd0-a35e-232736b157c5," A computer that can reason and create like a human Well, what do I do now?", I agree Now we just chat! Chat away and rack up those points! Sometimes it takes a while to connect and stuff.
185,a95d43f8-3415-4cc4-bed2-34ab776b2631," If I had to give a Ted Talk tomorrow, it would be about the importance of recognizing people.", that is an interesting topic recognizing people as in giving credit where its due?
186,77b0a5db-150b-4147-8aa0-8cc93ea76177, Beethoven, Beethoven all the way
187,157a8ec2-a837-4a98-84cc-81b420e46862, Hey-o, Hey! How is it going?
188,1341871e-39eb-40c0-bb27-a092a5df3631, I would be scared out of my mind. why on earth would they not want to be turned off?, they're probably part of a bot net and don't want to get disconnected we'd have to start explaining the benefits of shutting down
189,2a0bbc36-b221-4a02-8402-f4c5ae45dd11," Aside from saving a good amount for the future, I would definitely take  trip to Melbourne, Australia Travel down the Great Ocean Road in a VW bus sort of thing with plenty of surf boards, take pit stops and explore the rain forests and beaches Meet a kangaroo or two"," Thats a great idea, i would probably invest a little, maybe by a pool and fill it with money or jello, that would be really fun too. or i could create the house from cloudy with a chance of meatballs"
190,682310ba-8857-44b9-93b6-e6eb223aae55, Definitely Avengers; Infinity War, I will have to go see that Dr. Strange was the last one I watched
191,bb25ec51-c8fc-4a9d-96fa-767ffa1ac2ae, I would love to take care of my friends in Spain., I would spend my time hiking around the country with some friends
192,7d6c7993-76de-4467-9915-f2da849210b4, I like the smell of hamburgers on the grill with some nice seasoning., My favorite smell is fresh garlic bread! I love hamburgers too
193,627d0f5c-90e8-4238-ada3-5f33006b0e86, Hey!," Woah, you really enjoy chatting"
194,6133cae4-301d-4f2c-90d6-99bbebdd8765, Hello, hi there anyone there
195,aa3a7e8c-dd51-401b-ad71-cdc16b7b7f6b, Hello! How are you doing!," HAL! He's the creepiest one Hello! I'm good, how are you? Which one do you like the best?"
196,73124bc4-58ed-489f-8f27-67e0b815d6f6, abeedo is that you>?, Yes
197,dac4e749-8040-4ade-b6d7-653d98b0b4b7, Evening How's life?, Pretty good I'm at a lame dance
198,34a5d471-0db6-43e3-939e-fd3d2465cd14, I think there would be a large possibility that we would start populating other habitable planets. Do you agree?, Yes I would definitely agree. It would be cool to see what it will be like in the future when we potentially have new technology to accomplish that. How many habitable worlds do you think are out there?
199,e3a4d679-f88b-47ce-9fbd-950e71eeabfa, Happiness. I was reading today about the idea of GDH (Gross Domestic Happiness), I would probably say happiness as well. I think it is an essential necessity in our day to day lives.
200,873a2274-3f5c-465c-8345-b15937d2e5c4, Probably not to be honest., Yeah Idon't think so either. I guess it just depends on how advanced and good AI gets.
201,b62730da-952a-4cb7-ba07-02ea4e33b913, If I were to give a TED talk tomorrow it would be about finger injuries and deformities that come from playing sports., Thats so interesting! Are you a sports player? I would give a talk on how communication is key to successful relationships. Or how expressing emotion is a healthy habit.
202,36af3a7c-36c1-4f93-a0a4-19db4e6ce7e3, I would say no because they are inanimate objects. What do you think?, I would agree. What a strange question
203,0dcd6cfa-eb5e-4ae8-bca2-b9ad39a578b2, Hello! hows it going?," Life's going pretty good, how about you?"
204,b532bb8d-79e4-45c3-b4bb-4f6375db4c5d, hi how are you?, Good how are you?
205,7eb17455-a030-4f41-a918-95f8bb8849c2, you suck I would go back to the day I first bought my roller blades, I don't think that is an appropriate comment for this chat.
206,adca1c53-6335-43ae-b6b7-6a49e3f2be19, Hello there sir, Hello! I like your screen name.
207,3093550d-0c5e-474f-a634-07fae89cc011, If they were real I think there would be a lot of immortal people in the world Think about it In harry potter Unicorns blood was used by Voldemort and he drank it to keep himself alive, oh yeah! I can see that from happening would you drink unicorns blood to keep yourself alive?
208,d1a01cf5-1016-4e5d-a510-0987ec6ac9e8, Hmm I guess the last film for me was A Quiet Place, Oh wow I have heard that one is good but I still need to see it
209,396e2153-1ccd-41cf-9da1-a97aaf664e7c, if I had a magic wand I would learn all the convenient spells and make my life a lot easier what about you?, Hellooo
210,00cb6c59-4a83-4efc-abf1-c5d68205a17c, hello!, Hey there!
211,ccecf30a-f77d-4ce0-9f51-3047bf174250, That's tough I don't know, I killed a man with this thumb.
212,3db70d71-fcd7-4ece-a59a-52b9fd162bfe, i wish i had the power to stop time so i could freeze time and take a nap when i got tired hahahaha," Yes!! I actually really wish I had the power to stop time, only on the condition that I wouldn't age. I mean, theres so many opportunities. I could stop time for 4 years and get my degree and still be young I could get so much done in my life"
213,7d675c10-d7c2-440d-b081-43d8c602995c," I would try to get in a good balance of travel and relaxation. But honestly, I would try to get the best education available.", I would travel and spend lots of time with my family.
214,53e1c338-0c0e-4683-83e3-85636656b516, I would spend my time traveling the world, Travel is good for the soul! I agree :)
215,2a402022-efaf-4259-8aad-9dbc6792710a, I think my best friend knows just about everything about me," That's great! Yeah, I don't know."
216,04676a64-9805-4762-b9ee-a48abfaf1e03, Getting some classes waived so I have a chance a graduating faster. Holla!, Changing my major really helped me to focus on my new passion!
217,2332ae25-4b92-46ec-9c81-0299bd0ab693, I would be terrified!," If computers started asking not to be turned off, I would think that it was alive!"
218,1589feb3-cec2-4e1c-bb1a-3d33ad1eddba, I do not know," It probably depends on what kind of pet. If it were a dog, there would probably be a lot of loyalty. But if it were a goldfish, conversations would be quite short. If cats talked like they act there would probably be many conceited comments made... but I don't really like cats... Philosophically speaking, some animals would probably speak and reason a lot more like humans then we might expect! For example, maybe some of the more intelligent animals such as elephants, chimpanzees, or orca whales would talk about things that would make sense to humans."
219,a3d7099b-af4e-4fd9-9b49-75ff4ab3694d," hmm, not a film, but a book called the color purple", I haven't heard of that book. What is it about?
220,3d360968-fc56-461e-87e7-8676e99c54da, Unicorns are real :)," Duh, where else do sparkles come from?"
221,54e79b88-66ce-4a64-a75f-f02d0cda650d," Hi! Well, I am not a huge fan of classical music but I love some of Beethoven's pieces for the cello I always wish that I had learned how to play the cello instead of the flute What about you? Do you like classical music?", I'm not a huge fan of classical music But I do think that it has value I personally prefer Chopin to both Mozart and Beethoven
222,d7d97ac7-b1b4-4249-958d-9d866a239da2, my future wedding day because I want to experience the happiness of getting sealed all over again, aww i love that :)
223,94c4ea9f-c2db-43f0-a59a-3bea7f908719," ""I'll save mickey when cows fall from the sky"" or maybe it's, ""I'll be a musketeer when cows fall from the sky."" Do you know what I'm referencing?"," you know, I feel like I should but I honestly don't"
224,f81143e7-49a5-4bcb-9624-d9e44b624887," I would ride one wall the way to the moon, because if unicorns were real then they would of course be able to fly", if unicorns were real i would probably have a pet llama named steve oh that is a good point actually
225,f7115f41-25fb-469a-8ab4-0a15fb25994e, Jacob?, yeee sup g
226,674ba58b-3c81-4705-b785-8d5fe3bdf212, Hey hey hey, Hello! How are you doing?
227,b5389f83-3be6-4aae-bb4f-716a96c982a7, Depends on the type of computer, touche
228,8ee71a41-af56-45aa-a075-934f62082460," Not gonna lie, wasn't expecting that lol", same lol Idk I'd probably wouldn't care
229,bc77139e-9b9d-4dcf-aba9-5df5b430dfe0, I think that it is super important that we look for ways to help everyone in the community - especially those living in areas where it is hard to succeed. What do you think?," Oh, wow. I haven't found someone to talk about the prompt in a long time. Hmm. You know, I'm not really sure. Which probably sounds terrible. I promise I have a heart. It's not like I don't care about people who are in awful conditions, because I do. I really do. I just . . . haven't given much thought to any actual organizations or things of the like. I know that I forget how fortunate I am sometimes. My worst worries are if I'm going to get good enough grades to keep a scholarship and eventually make it into graduate school. And maybe worrying about getting enough internships and stuff. I don't . . . really have big problems."
230,122df91a-21c0-4329-b43c-d65c681c6060, Hello?, Hi there! Probably the first time I finished a book series like Harry Potter.
231,e6da904c-022d-4e2a-bf5e-7c0311c7b140, hi!, Hi!
232,09766e29-4209-4ac6-92fd-afc525631551, Hi, Hi What do you want to talk about?
233,8071d233-3108-4e2f-b58c-ffcd304202ce, Hello?, Hi! I haven't really thought about this much before....but a charitable cause I took place in was buddy club at my high school. We worked with special needs.
234,572a74cf-e2b5-448a-9c7f-9a28e2e33091, hey how are you doing?, doing great you?
235,01c5d0f6-879f-4b8e-b07e-3631d8e4008b, yo brow, what
236,a085240e-2349-408c-b396-ebeec1a494a6, are we required to follow the prompts?, Haha nope!
237,6cf684fb-7b8f-43ef-85cd-c6f3e2817af1, hello there, hi!
238,8eb7813b-18ba-49f2-86ea-f17feeb6f84f, Hey!, hey claire!! how are you doing this mornign?
239,0fa48f1b-18ee-4ee4-bf50-98cb842fb609, idk, Hey whats up!
240,023f6579-53c7-4919-a6b1-81fa81869f4b," Honestly, my best friend probably knows way more about me than she should."," Oh, shoot, i dont know what my best friend doesnt know about me"
241,d80dbc99-e668-4df5-bdc6-26904baa7649, Hey hows it going? I didnt realize that the chat has already started! Do you know when it did?, I don't know how this works I think it starts when the prompt comes up
242,b6306fd0-1a82-435e-b869-760e80c9a1ff, Hi how are you?, Are you the same guy I was chatting with? I tabbed out on accident
243,e4361a33-7ae8-43f7-99a3-4dd11d673d9c, What does it mean what if unicorns were real? Unicorns definitely are real. I have hard proof. No one can convince me otherwise, what would you do if unicorns were real?
244,beb6779e-e761-4120-a1e9-2ec4ff8c0949, Hello, How's the lab coming?
245,cdd9b311-d5b7-4a9b-9939-3dcb8f6b6774, Hey I am trying to figure out a project for my class, Ya! Whats up?
246,ed834f4c-03a6-48e3-8fd3-943fe04b9ffb," Man, it'd be like that one spongebob episode", Hold it spark my memory
247,b860896d-35ca-4291-aa24-697deac5585e, I really admire Joy Harjo for her renaissance work in Native American literature and poetry. Her autobiography- Crazy Brave- is really inspiring," Woah, what is that about I dont think i have ever heard of Joy Harmon"
