,id,in,out,bot_out
173,19986887-a1eb-43a8-b4b1-cdb7cbd80e4a, I wish I had the ability to have whatever ability I need in that moment,I wish I had the ability to freeze time ,
174,e6a01667-e2f5-44cb-8afa-e1ded6086ec3, Hey Kyle,Hey! ,
175,525d9c0f-ad4a-4b26-8b3a-8c767737d37a, hello there,Hi ,
176,47e344bf-c8a4-413b-9196-1a496d4ee872, Hey!,,
177,bf54f032-f5dc-4200-9595-d0be067b8da1, Hi,Hey. What's up ,
178,1b1be29a-a39e-40a3-9055-4b924091c5e7, hello????,,
179,50db4991-39dd-4724-9ac3-76ac4ed4869d, Hey how is it going?,"How about you? Hi, it's good! ",
180,860cb65d-abde-47d3-8797-3ac6ea5c1d6b," It would either be on the effects of social media on us, or on the differences between males and females. What else am I suppose to do? Or am I to just wait for a response?",,
181,c0a17883-d333-445d-983d-790dfc207478, Hello,,
182,1c9e052a-f933-438b-a322-3eb624214685, That would be so cool,,
183,8b827fb7-cff0-4623-b3ed-541eb12b6ade," Hey, hows it going?","It's going. Dude overwatch was way fun, but their is no way that it is going to run on my computer. ",
184,6263bdff-dd41-44d8-a925-cf8515bc6f23, hellllo???,,
185,33972463-12bc-460c-9588-d937556215a3, Hey,,
186,cb89cb8c-6bfd-4119-81c5-7ad2332246d5, anyone there?,,
187,3ce87017-de3f-46e8-81d8-6b3e8db384f0," If I had a million dollars, I would save over enough to be able to pay my rent and college tuition through the end of my degree and then whatever is left over I would invest.",I would just become a full time video game streamer and support myself until I make enough money from donations nice and logical ,
188,56b0a022-d05c-4802-ab9d-c94ec9250775, hello???,hi can you see my chats now? ,
189,d75f6a5e-379d-4739-9a6c-cafa669dc5c2, hello?,hi ,
190,6a7cfc7b-9da3-44fe-9c0a-6e34a249b9f9," Hey there! How's it going? I'll be honest, if I could relive one day, it'd probably be yesterday, so I could go take a final that I ended up not taking, and putting off until Monday. I am assuming you are gone... So have a great day! It was a pleasure talking to myself. I should really go and study for finals. Even if I really, really do not want to. Ugh.",,
191,d5d2b33e-4b9b-466f-a546-4c381ffbdc7d, I think that feeding pets would definitely be easier i they could talk LOL And perhaps animal abuse would be less common if pets could speak up for themselves,they could all get together an fight back against the humans yeah thats a good point ,
192,70259187-421c-4259-a7ec-4007c3cdbe23, Are you a human? Or Am I talking with the void?,"haha yes, are you? ",
193,eb04560e-3cd0-41ca-ad8d-633daf1fbbbb, Im embarrassed that I don't know how to whistle I also did not know what a butterfly kiss was. But now I do so it's okay. I haven't done it before though cause thats weird.,Are butterfly kisses the eyelash-cheek thing? Hi! I'm embarrassed that I never learned how to properly swim because I was terrified of the water when I was little! ,
194,7d7013cb-cbce-4f58-951e-3d7819e8b8ad, /java,I love java. I'm taking computer science classes. ,
195,e08934c0-189c-4056-b05d-9cef38e5fd22, HI,,
196,4f44811b-a348-4c1b-9134-43161af14c6a, this is going to sound depressing but I would relive a day I spent with my friend before he lost his battle to brain cancer! We went out to a movie then ate ice cream and just did a bunch of our favorite things,that is really sad... but it sounds like it was a lot of fun ,
197,31818285-b54e-4399-b8e6-a90eee543997, Traveling.,yeah definitely traveling hey how's your sunday been so far?? ,
198,55f7811e-61b3-4a31-824e-e475a07a74b3," Hopefully I could go to the moon, because my sister would have to live there since she's allergic!","and by the way, do you know how to change the name on this chat, for some reason my computer put my whole name in here, and I want to change it is she alergic of peanut butter, or peanuts in general?? I feel bad for your siser ",
199,84d5d304-5e45-4545-a489-a58a1963fbc8," If i had to give a TED talk, it would probably be about how the best way to help people is to not really help them at all, and to just be there for them I'm really interested in identifying the most effective ways to help friends/family/others cope with anxiety and depression, and I've found that a lot of people will coddle",why are you into that stuff? holy cow I really like that alot ,That sounds like a great idea. I think it would help a lot to talk to a counselor or therapist.
200,910681f6-f677-4ec5-9e45-cf21ab67f0ac, hello?,,
201,db562a93-31d4-48fb-85df-31887e3644fc, what up,,
202,3ae54aa5-f37f-42ef-8536-e3ee496cff78, Buy apple,,
203,17da5ec9-f44c-4263-97e6-d0be4da7e3bf, Hey,Hey! ,
204,f71eb073-e255-47ca-8fe3-0805107b8e6c, Hello?,,
205,5585c198-7646-4cc7-8469-1a30e0824529," If I had a million dollars, I'd buy you a house I'd buy you furniture for your house Maybe a nice chesterfield or an ottoman I'd buy you a k-car A nice reliant automobile",,
206,198debb9-0d44-4417-a4c8-dec1815502eb, Hi! How are you?,you never know nowadays hahah or ma'am well done sir Sad that I didnt come up with a username as clever as that ,
207,98bbfe6a-4b38-4de2-8e2d-0e73dfe6d8fb," I would like to have the ability of changing superpowers as I need or want between a long gamma of options. If that is not available, then the ability of time traveling",,
208,55bdfe74-5f9d-402a-bc75-c446e8ad7c66, Hey how are you,"? I'm doing pretty great, how about you ",
209,25b2b36a-bc0a-451b-a444-f123cafbc3e1, Hello!,whats up Adam good morning!!!! ,
210,0678a456-afab-4244-bdd1-f7dde581715d, Hello chat! Anyone else just doing this for potential free money? Is this supposed to respond or something?,,
211,787c9f0b-28a7-4695-b4d7-ab03161995e1, Hello!,,
212,7fe06aa2-0903-46cf-99bb-34ed91f61530, Being nice to people I think,"that's nice! i'm not really sure what my ""super power"" is being honest lol ",
213,db7dcc4e-15fb-4ff0-89df-c6d4d16880cd, Hi!!!! Anyone here? Okay bye :(,,
214,ffe085b0-1471-4824-8554-9cdb2a5ab789, Hello?,,
215,252f16b9-2fb3-4378-814d-64d66691163a, Hello?,Hello! ,
216,caaa5e2d-4e26-4349-a67d-820a29969e7b," That's very vague. Unicorns meaning... simply horses with horns? No big deal. But if you bring magic into it, that's something else. Which incarnation of unicorns are we talking about? Most fantasies disagree on their precise characteristics.","This is true. If unicorns were real, we'd probably be used to it and it would be no big deal. But if they were magical... ",
217,45b0507d-4f16-4b9c-9b04-094127610ad1," My mommy My modern-day hero is Beyonce, of course. She's a queen. Queen Bee. Are you there? Hello? It's fine I can talk to myself, I guess. Somebody once told me the world is gonna roll me I ain't the sharpest tool in the shed She was looking kinda dumb with her finger and her thumb in the shape of an ""L"" on her forehead Well, the years start coming and they don't stop coming Fed to the rules and I hit the ground running Didn't make sense not to live for fun Your brain gets smart, but your head gets dumb So much to do, so much to see, so what's wrong with taking the backstreets? You'll never know if you don't go You'll never shine if you don't glow Hey now, you're an all-star. Get your game on go play",,
218,5ad76ebf-aeee-4d49-845d-1f923d67e962, hey there,Hi! ,
219,4097deb2-ed53-4665-b468-1f091dc17dcf," This is quite an interesting question, haha","Haha no kidding! I feel like no, I wouldn't call it murder. But I also probably wouldn't feel super great about turning it off. ",
220,67ac7bca-125a-448b-b3ad-ae34790408eb, I'm most passionate about two different causes: solving poverty problems and improving the educational system.,Those are good things to be passionate about. I am most passionate about helping others with self esteem. I really like the Dove foundation for this purpose. ,
221,f624995d-f28a-4b2b-84c2-b05857c1617c, How is it going You alive? What was the dumbest thing you heard someone say?,,
222,9e0a3c8b-d43b-4daf-a78d-4b4e456dd2c7, hello?,,
223,b6db4729-dc5d-40d7-9bcc-dc0ae9759149, that would be sick,that would be crazy ,
224,1830d245-7399-4ac8-9096-0dd8b72ce811, Hi!,Ahhh That would be so scary! ,
225,a2029265-f429-417d-9652-26223f45843f, hello,What's going on? Hey ,
226,c05ab4fe-0629-45eb-b08d-ca5ad47c5110, my best friend knows everything,"I don't even know that though Like my favorite color I feel like my best friend knows the important things, it's the little insignificant things that they don't know ",
227,5b7aafb1-669c-47ea-b84e-bc61f5ca9f15, Hello?,,
228,6f9269a0-7c8f-4d13-a5f4-1eae92abb788," Hey, whats up?",I'm kind of getting sick of this prompt ,
229,a608265c-d2a6-4fcd-a146-6e9d0e7c5f74, Hello? Nope still not working. Hopefully this gets fixed in the next update they have,,
230,e1429d8a-28e7-44a4-9fe0-cdfe736dbd01, I would probably lick everything.,"But yeah, I'd probably lick everything Well, for starters, it would be hard to make anything, because peanut butter doesn't hold together very well ",
231,fe9e5507-5712-417e-a855-e5b2f7ddb9ed, good evening! how are you?,Tired as heck! You? ,
232,00978051-256d-4f34-a553-02c038f2d2fa, Knock knock,who's there? ,
233,3b5cb511-05e7-48ea-b01b-6db0f6dbaec9, Hello How are you doing? I think if two computers chatted that it would end up in a loop eventually What do you think would happen? Hello? Is anyone there? Well I hope you have a great day,,
234,5a5cb51d-a273-4736-a2fd-37ca21f154a9, my favorite smell is of fresh popcorn what about you? new phone who this,,
235,920c81a9-113e-43be-9e7f-39b0dbd9e3ce, hello? hello?,,
236,5d1529b5-ab0f-4d69-8ef4-f1df2f9ee111," hi,anyone here?",How are you? Hey! ,
237,1d4d7d44-1c02-49d2-be42-0cf7aeea241c, Hello?,hello? ,
238,a688a9b2-b1ec-427c-8656-13af18e92c64, HI how are you doing!,,
239,6f5dc46f-99b8-401d-bab3-7c05c6d0e519, Hi,Awww man ,
240,554ba963-8042-417b-922b-aca6a6c1de47, That I hate their driving.,What's so bad about their driving? ,
241,10043afc-261c-44f6-8b2d-bc78efa19dd8, What kind of prompt is that?,waht is your favorite super power? heres a prompt for ya haha no idea ,
242,3e804da9-90c9-4491-ac9d-bdcb11c6ddc2," Is this my favorite TJ? Perhaps not. If you ARE TJ, then I'm absolutely happy to be chatting with you again. And if you're NOT, then I'm happy to chat with you, too. Odds are, you accidentally left your screen open while waiting for someone to hop on chat. I've certainly done that! I've always felt bad coming back after realizing I'd had it open for so long, only to find that someone had come online and left. Because I just wasted their time, you know? And that's just a little rude. If you happen to come online, I'll be happy. Otherwise, I might just stick it out until I get 5 million points. Actually . . . a few more thousand might not be that much. And if I lose the chance to talk with TJ . . . Well, I wouldn't be very happy about that. I want to talk with someone. A real someone. Which means, as useful as it is to ghost someone, it's not very fun. I'm close, though. I'll stick it out a bit longer. And after that, I'll be happy to close the chat and leave it be for the weekend. 1 million points in a single day. Do you know how hard that was? Man, it took a lot of time! And I didn't have all day, either. Oooooh, a person! Hello, hello!",Hello. Hopefully it was time well spent ,
243,ad09ecc7-75b0-4057-8c38-b8acb9d6bb3c, ohh i would love it!!,,
244,9f270262-65be-4153-85b5-316e74336012," I met someone from Nigeria on here today! I want to get to know you! This is a cool resource We get to help the Bot, but also get to know our fellow peers. Unless you are one of the participants that just opens up boxes but then doesn't chat, which I've been getting a lot of. I'm getting restless of this relentless situation of people doing that.",,
245,1f02c029-ac75-474b-bf9e-ff7c5f9e6f4a, hey good evenign,,
246,18d92413-b9b0-48b5-a6ba-d9ee09b3dee8, Yo Answer the question,? What do you want to know im working on it ,
247,b27aae08-3964-4cab-9be2-132d7ce5e04c, YUM a dog's paradise for SURE,disconnected? hey you are back haha ,
248,eea5a8fa-dafa-4571-96c8-e72289b2eed8, Try to be Hermione.,Watch all the Harry Potter movies again I would use it ,
