,Unnamed: 0,id,send,recv,bot_out
132,132,3e804da9-90c9-4491-ac9d-bdcb11c6ddc2," Is this my favorite TJ? Perhaps not. If you ARE TJ, then I'm absolutely happy to be chatting with you again. And if you're NOT, then I'm happy to chat with you, too. Odds are, you accidentally left your screen open while waiting for someone to hop on chat. I've certainly done that! I've always felt bad coming back after realizing I'd had it open for so long, only to find that someone had come online and left. Because I just wasted their time, you know? And that's just a little rude. If you happen to come online, I'll be happy. Otherwise, I might just stick it out until I get 5 million points. Actually . . . a few more thousand might not be that much. And if I lose the chance to talk with TJ . . . Well, I wouldn't be very happy about that. I want to talk with someone. A real someone. Which means, as useful as it is to ghost someone, it's not very fun. I'm close, though. I'll stick it out a bit longer. And after that, I'll be happy to close the chat and leave it be for the weekend. 1 million points in a single day. Do you know how hard that was? Man, it took a lot of time! And I didn't have all day, either. Oooooh, a person! Hello, hello!", Hello. Hopefully it was time well spent," Yeah, I know what you mean. I do that all the time. I don't know why I do it."
133,133,18d92413-b9b0-48b5-a6ba-d9ee09b3dee8, Yo Answer the question, im working on it What do you want to know ?, What is yo answer? I don't think I've heard of it before.
134,134,b27aae08-3964-4cab-9be2-132d7ce5e04c, YUM a dog's paradise for SURE, hey you are back haha disconnected?," I know, right?  I was so happy to see him.  He was so excited to see me."
135,135,eea5a8fa-dafa-4571-96c8-e72289b2eed8, Try to be Hermione., I would use it Watch all the Harry Potter movies again," I would love to be a princess, but I don't think I'd be very good at it."
136,136,b15b7737-3381-491f-bae4-4ff63ea92cde," That's a great question. I guess sometimes I don't really know what's going on with politics, but since I'm in college I feel like I should be more into that. What about you?"," Oh goodness, that's difficult. I'll go with politics as well, since that's such a big thing and I really don't keep up. Actually, another thing would be American football. I don't get it."," I am in college as well, but I am not really interested in politics at all. "
137,137,f21fc0fe-36ae-4f25-a950-ef45acbef4fb," Whoa, I think that one is just too hard for me!", Probably my wedding day. It would be awesome to get a refresher of everything that happened.," I know, right? It's so hard to get a good grade on it."
138,138,bea86998-bc15-4d63-8479-18efe394fc8d, Hey there! How would you define true artificial intelligence?," first off, I really like your user name (insert laughing face) true artificial intelligence... I am not sure, what would you say?", I would define it in a way that it is the ability to acquire knowledge.
139,139,3c2c0e3b-dd13-482f-9577-19d998fa40e5, Hahahaha we'd have bigger things to worry about falling on our card windshields than bird poop. *car," That is a complete valid point. I feel like it would also be harder to make bacon And everybody loves bacon, so that would be a sad world to live in"," I know, right?  I was so mad at myself for not cleaning it up. "
140,140,af03c267-b53c-4d01-b6d4-777bd844aa76, HI!, Hi again, Hi! How are you doing today? I just got back from a walk with my dog.
141,141,ac54a1fb-7b5b-4e79-aa20-dce969a5c0f8, we would have a lot of sandwiches what are your thoughts come on im trying to win some prizes," Trying to listen in class, sorry!"," I would love a sandwich, but I am allergic to gluten. "
142,142,c0468e9f-07b5-44fb-be66-30770420caef," What an interesting question. For one, I think people would start becoming pretty frustrated with their computers resisting their control. Another question we'd have to consider is this: are computers considered objects or beings that can think for themselves?"," I think computer science majors find joy in telling computers what to do, not being told what to do by them. so unless they were programmed to start asking not to be turned off, it would be quite creepy."," I think they can think of themselves, but I don't think they are capable of thinking for themselves."
143,143,4a48cce6-b413-4240-b834-2e667c2eea67, hello!, Hi!, Hello! How are you doing today? I just got back from a walk with my dog.
144,144,0d679dd2-f1ac-4a88-a794-d77f3bb44a77, If I had a flying car I would deck it out., I would fly into the sun," I would too, but I don't have a car and I live in the city."
145,145,ac5614b8-e23e-4346-bfbd-6aa8280264db, Probably make the decision to take Spring classes haha! How are you doing this lovely Spring/summer day? :), I know. Why did I do this to myself. I am doing well. How are you? How are classes going?," I am doing well, thank you for asking.  I am looking forward to Spring.  Do you have any plans?"
146,146,e27cd983-d627-4b5d-8759-84d439c7cb13," oh, that's easy :) I would talk about feminism! how about you?", haha this topic is actually perfect for me right now because I'm working on my final project for one of my classes and it's supposed to be a mock ted talk :D, I'm not a big fan of feminism. I think it's a little too much for me.
147,147,7f2e8d3a-d737-46e1-93ad-ee0c47d843eb, Hey!, Hey there!, Hi! How are you? I just got back from walking my dog. It was nice.
148,148,cfe7d23c-f810-42ec-a93d-e0043d032d88," Oh, this is a powerful question. How are you today?", Hey how is it going. That is a tough question. If I had full control I would Probably reqrite some legislation," I am doing well, thank you. How about yourself? What do you do for a living?"
149,149,ade262f5-845e-4661-8870-3f30871dbf93, I would pay my tithing lol Wait I'm confused who is in here how does this work, invest in a perpetuity fund," I don't know how it works either, but I'm not going to pay for it."
150,150,f0c6d45e-d1ee-4faf-95a9-c00005459407," Total, CHAOS!", Well if the internet stopped working then this chat would probably shut down!," I know, right?  It was so gross.  I was so disgusted with myself."
151,151,59927cf0-0168-4796-9904-809adad91871, id ransack stores for food like its the purge, I would watch Netflix and feel free from all of my homework," That's a good idea, I'll have to look into that. I've never done that before."
152,152,c29038d2-9c19-4539-ad6a-2c54b41aabb4, Hello? How about now?, Hey! Can you see these? blah blah, Hi! I'm doing well. How are you? I just got back from a walk with my dog.
153,153,4ce2a899-5c47-4a07-91ad-c0fdaa4283eb," I say something that responds with the perfect response, you?", Something that has the ability to think on its own.," I always say the exact same thing. I don't know why, but I think it makes me feel better."
154,154,ce4c7c17-a4ae-4f20-bb4f-1411e3a61c9e," Nope, no way. The right to vote is such a special civil duty of citizens of a country. Even if computers were made citizens, their starting program was written by someone else And by that, they would possibly vote with a bias by code.", Wow I never thought about it that way. That is very interesting. I guess you are right. But what if they learn how to write their own code. Like what if someone wrote a code that wrote it's own code. Then could that second code possibly have the right to vote? Would it still be considered biased? Are you still there? Alright well I gotta go and study for some stuff! Good luck with school and whatever else it is that you are doing with your life!," That's true, but I think it's important to vote regardless of who you vote for."
155,155,5a89da22-0dd6-49fa-8161-d62fd77a177d," I think my modern day hero would be Bill Gates. He started a huge tech company, and used his wealth to improve education and eradicate diseases. That's what I want to do with my life"," Right now, id have to go with elon musk, the stuff he has been able to do is mind blowning And if he continues with it, a lot of his tech could help save the world", That is a great goal to have.  He is one of the most influential people in the world.
156,156,9cbb3145-dcaf-4a31-9379-cf3b6beaa051," Hello, hello!", Hey-o, Hello! How are you doing this evening? I just got home from a long day of work.
157,157,85d6d37e-364d-40ac-8bd0-fd319fb289b9, ADAM Is that you???, We would all end up killing ourselves because we cant take the gs," No, it's not me. It's just that I can't seem to get it right the first time."
158,158,3d587da2-23ac-4fde-84e9-d419b81a4be7, My modern day hero besides my mother is probably...... no one else haha no one can top my mother," Well, good answer"," Aww, I'm sorry to hear that. I'm sure she's a great person."
159,159,0de3865c-1b4e-4bc2-9ce2-bbac1558cac7, Hey! My answer would have to be Infinity War. What about you?," Mine would have to be ""Kiki's Delivery Service"" Do you like Studio Ghibli?"," I haven't seen it yet, but I hear it's good. I'm more of a Star Wars fan."
160,160,35e24bed-15b4-49bb-a236-90eccba1aada, Ron Weasley anyone?, That is the best thing I've read all day!," I am a big fan of the American singer and songwriter, Richard Wadson."
161,161,f236aafc-c0a1-4163-a394-60dbd7b4c809, If I were in power for a day I would rework our economic system solely off of a supply side theory to limit government involvement and more effectively optimize market activity and the use of resources that are spread across the world," I do think that the nations focus budget-wise is in the wrong place.  We should be investing way more into AI, MegaComputers and other scientific research.", That sounds like a great idea. I would love to do that as well. 
162,162,6924dc7c-1f06-4aae-963c-573cd560a544, I learned that sometimes when you get infected hairs they can grow up to 3 inches long inside of your skin befroe popping out, yeah ive seen a pretty good amount of videos from dr pimple popper and she has done some videos with infected hairs. have you heardc of those videos," Oh my goodness, that sounds horrifying! I'm glad I don't have to deal with that."
163,163,cf1a3b1c-f8e9-4dc9-ad21-0ca1abd03772, Hello! How are you doing today?, I'm great! How are you?," I'm doing well, thank you. How about yourself? Do you have any plans for the weekend?"
164,164,2fde2966-b622-4685-bd74-79dc957058e5, saving the enviornment, Curing cancer Saving the environment is goo good, I try to save as much money as I can. What do you do to save money?
165,165,160b6450-4211-4ba5-a5d9-0588b2faf6b4, That would be a nightmare, I would... either fail a lot of homework assignments or get out of doing them," Yes, it was.  I was so mad at myself for being so careless. "
166,166,b1a302a1-1a9e-4e70-bc70-a478b1eea22e, Hey, Hallo I know who Mozart and Beethoven are I'm just not cultured enough to decide which one I like best," Hi, how are you? I just got back from walking my dog. Do you have any pets?"
